節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
1854	135.	11.548	65.49	-1.1016
1855	135.	5.7959	66.247	-2.3906
1856	135.	3.1416e-013	66.5	-3.5166
1857	135.	-5.7959	66.247	-4.403
1858	135.	-11.548	65.49	-4.9893
1859	135.	-17.211	64.234	-5.2356
1860	135.	-22.744	62.49	-5.1251
1861	135.	-28.104	60.269	-4.6654
1862	135.	-33.25	57.591	-3.8877
1863	135.	-38.143	54.474	-2.845
1864	135.	-42.745	50.942	-1.6085
1865	135.	-47.023	47.023	-0.26239
1866	135.	-50.942	42.745	1.1016
1867	135.	-54.474	38.143	2.3906
1868	135.	-57.591	33.25	3.5166
1869	135.	-60.269	28.104	4.403
1870	135.	-62.49	22.744	4.9893
1871	135.	-64.234	17.211	5.2356
1872	135.	-65.49	11.548	5.1251
8883	135.	-66.437	2.9007	4.3136
8884	135.	-65.931	8.68	4.9377
8932	135.	-66.437	-2.9007	3.3955
8934	135.	-65.931	-8.68	2.2461
8936	135.	-64.924	-14.393	0.94356
8938	135.	-63.422	-19.997	-0.42326
8940	135.	-61.438	-25.448	-1.7612
8942	135.	-58.986	-30.706	-2.9792
8944	135.	-56.086	-35.73	-3.9941
8946	135.	-52.758	-40.483	-4.7368
8948	135.	-49.029	-44.927	-5.1567
8950	135.	-44.927	-49.029	-5.2252
8952	135.	-40.483	-52.758	-4.9377
8954	135.	-35.73	-56.086	-4.3136
8956	135.	-30.706	-58.986	-3.3955
8958	135.	-25.448	-61.438	-2.2461
8960	135.	-19.997	-63.422	-0.94356
8962	135.	-14.393	-64.924	0.42326
8964	135.	-8.68	-65.931	1.7612
8966	135.	-2.9007	-66.437	2.9792
8968	135.	2.9007	-66.437	3.9941
8970	135.	8.68	-65.931	4.7368
8972	135.	14.393	-64.924	5.1567
8974	135.	19.997	-63.422	5.2252
8976	135.	25.448	-61.438	4.9377
8978	135.	30.706	-58.986	4.3136
8980	135.	35.73	-56.086	3.3955
8982	135.	40.483	-52.758	2.2461
8984	135.	44.927	-49.029	0.94356
8986	135.	49.029	-44.927	-0.42326
8988	135.	52.758	-40.483	-1.7612
8990	135.	56.086	-35.73	-2.9792
8992	135.	58.986	-30.706	-3.9941
8994	135.	61.438	-25.448	-4.7368
8996	135.	63.422	-19.997	-5.1567
8998	135.	64.924	-14.393	-5.2252
9000	135.	65.931	-8.68	-4.9377
9002	135.	66.437	-2.9007	-4.3136
9004	135.	66.437	2.9007	-3.3955
9006	135.	65.931	8.68	-2.2461
9008	135.	64.924	14.393	-0.94356
9010	135.	63.422	19.997	0.42326
9012	135.	61.438	25.448	1.7612
9014	135.	58.986	30.706	2.9792
9016	135.	56.086	35.73	3.9941
9018	135.	52.758	40.483	4.7368
9020	135.	49.029	44.927	5.1567
9022	135.	44.927	49.029	5.2252
9024	135.	40.483	52.758	4.9377
9026	135.	35.73	56.086	4.3136
9028	135.	30.706	58.986	3.3955
9030	135.	25.448	61.438	2.2461
9032	135.	19.997	63.422	0.94356
9034	135.	14.393	64.924	-0.42326
9036	135.	8.68	65.931	-1.7612
9038	135.	2.9007	66.437	-2.9792
9040	135.	-2.9007	66.437	-3.9941
9042	135.	-8.68	65.931	-4.7368
9044	135.	-14.393	64.924	-5.1567
9046	135.	-19.997	63.422	-5.2252
9048	135.	-25.448	61.438	-4.9377
9050	135.	-30.706	58.986	-4.3136
9052	135.	-35.73	56.086	-3.3955
9054	135.	-40.483	52.758	-2.2461
9056	135.	-44.927	49.029	-0.94356
9058	135.	-49.029	44.927	0.42326
9060	135.	-52.758	40.483	1.7612
9062	135.	-56.086	35.73	2.9792
9064	135.	-58.986	30.706	3.9941
9066	135.	-61.438	25.448	4.7368
9068	135.	-63.422	19.997	5.1567
9070	135.	-64.924	14.393	5.2252
