節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
1778	135.	-66.247	5.7959	5.7991
1802	135.	-66.5	-8.1439e-015	6.4326
1803	135.	-66.247	-5.7959	7.017
1804	135.	-65.49	-11.548	7.5481
1805	135.	-64.234	-17.211	8.0218
1806	135.	-62.49	-22.744	8.4344
1807	135.	-60.269	-28.104	8.7828
1808	135.	-57.591	-33.25	9.0643
1809	135.	-54.474	-38.143	9.2769
1810	135.	-50.942	-42.745	9.4188
1811	135.	-47.023	-47.023	9.4891
1812	135.	-42.745	-50.942	9.4872
1813	135.	-38.143	-54.474	9.4131
1814	135.	-33.25	-57.591	9.2673
1815	135.	-28.104	-60.269	9.051
1816	135.	-22.744	-62.49	8.7658
1817	135.	-17.211	-64.234	8.4139
1818	135.	-11.548	-65.49	7.9979
1819	135.	-5.7959	-66.247	7.5211
1820	135.	1.8838e-014	-66.5	6.9871
1821	135.	5.7959	-66.247	6.3999
1822	135.	11.548	-65.49	5.7639
1823	135.	17.211	-64.234	5.0842
1824	135.	22.744	-62.49	4.3657
1825	135.	28.104	-60.269	3.6139
1826	135.	33.25	-57.591	2.8347
1827	135.	38.143	-54.474	2.0339
1828	135.	42.745	-50.942	1.2177
1829	135.	47.023	-47.023	0.39212
1830	135.	50.942	-42.745	-0.4364
1831	135.	54.474	-38.143	-1.2616
1832	135.	57.591	-33.25	-2.0772
1833	135.	60.269	-28.104	-2.877
1834	135.	62.49	-22.744	-3.6549
1835	135.	64.234	-17.211	-4.405
1836	135.	65.49	-11.548	-5.1215
1837	135.	66.247	-5.7959	-5.7991
1838	135.	66.5	5.5511e-014	-6.4326
1839	135.	66.247	5.7959	-7.017
1840	135.	65.49	11.548	-7.5481
1841	135.	64.234	17.211	-8.0218
1842	135.	62.49	22.744	-8.4344
1843	135.	60.269	28.104	-8.7828
1844	135.	57.591	33.25	-9.0643
1845	135.	54.474	38.143	-9.2769
1846	135.	50.942	42.745	-9.4188
1847	135.	47.023	47.023	-9.4891
1848	135.	42.745	50.942	-9.4872
1849	135.	38.143	54.474	-9.4131
1850	135.	33.25	57.591	-9.2673
1851	135.	28.104	60.269	-9.051
1852	135.	22.744	62.49	-8.7658
1853	135.	17.211	64.234	-8.4139
1854	135.	11.548	65.49	-7.9979
1855	135.	5.7959	66.247	-7.5211
1856	135.	3.1416e-013	66.5	-6.9871
1857	135.	-5.7959	66.247	-6.3999
1858	135.	-11.548	65.49	-5.7639
1859	135.	-17.211	64.234	-5.0842
1860	135.	-22.744	62.49	-4.3657
1861	135.	-28.104	60.269	-3.6139
1862	135.	-33.25	57.591	-2.8347
1863	135.	-38.143	54.474	-2.0339
1864	135.	-42.745	50.942	-1.2177
1865	135.	-47.023	47.023	-0.39212
1866	135.	-50.942	42.745	0.4364
1867	135.	-54.474	38.143	1.2616
1868	135.	-57.591	33.25	2.0772
1869	135.	-60.269	28.104	2.877
1870	135.	-62.49	22.744	3.6549
1871	135.	-64.234	17.211	4.405
1872	135.	-65.49	11.548	5.1215
8883	135.	-66.437	2.9007	6.1217
8884	135.	-65.931	8.68	5.4655
8932	135.	-66.437	-2.9007	6.7312
8934	135.	-65.931	-8.68	7.2895
8936	135.	-64.924	-14.393	7.7924
8938	135.	-63.422	-19.997	8.2359
8940	135.	-61.438	-25.448	8.6168
8942	135.	-58.986	-30.706	8.932
8944	135.	-56.086	-35.73	9.1793
8946	135.	-52.758	-40.483	9.3568
8948	135.	-49.029	-44.927	9.463
8950	135.	-44.927	-49.029	9.4972
8952	135.	-40.483	-52.758	9.4591
8954	135.	-35.73	-56.086	9.3491
8956	135.	-30.706	-58.986	9.1679
8958	135.	-25.448	-61.438	8.9169
8960	135.	-19.997	-63.422	8.598
8962	135.	-14.393	-64.924	8.2137
8964	135.	-8.68	-65.931	7.7669
8966	135.	-2.9007	-66.437	7.261
8968	135.	2.9007	-66.437	6.6999
8970	135.	8.68	-65.931	6.0877
8972	135.	14.393	-64.924	5.4292
8974	135.	19.997	-63.422	4.7294
8976	135.	25.448	-61.438	3.9936
8978	135.	30.706	-58.986	3.2274
8980	135.	35.73	-56.086	2.4366
8982	135.	40.483	-52.758	1.6273
8984	135.	44.927	-49.029	0.80566
8986	135.	49.029	-44.927	-2.2162e-002
8988	135.	52.758	-40.483	-0.84981
8990	135.	56.086	-35.73	-1.671
8992	135.	58.986	-30.706	-2.4795
8994	135.	61.438	-25.448	-3.2691
8996	135.	63.422	-19.997	-4.0338
8998	135.	64.924	-14.393	-4.7678
9000	135.	65.931	-8.68	-5.4655
9002	135.	66.437	-2.9007	-6.1217
9004	135.	66.437	2.9007	-6.7312
9006	135.	65.931	8.68	-7.2895
9008	135.	64.924	14.393	-7.7924
9010	135.	63.422	19.997	-8.2359
9012	135.	61.438	25.448	-8.6168
9014	135.	58.986	30.706	-8.932
9016	135.	56.086	35.73	-9.1793
9018	135.	52.758	40.483	-9.3568
9020	135.	49.029	44.927	-9.463
9022	135.	44.927	49.029	-9.4972
9024	135.	40.483	52.758	-9.4591
9026	135.	35.73	56.086	-9.3491
9028	135.	30.706	58.986	-9.1679
9030	135.	25.448	61.438	-8.9169
9032	135.	19.997	63.422	-8.598
9034	135.	14.393	64.924	-8.2137
9036	135.	8.68	65.931	-7.7669
9038	135.	2.9007	66.437	-7.261
9040	135.	-2.9007	66.437	-6.6999
9042	135.	-8.68	65.931	-6.0877
9044	135.	-14.393	64.924	-5.4292
9046	135.	-19.997	63.422	-4.7294
9048	135.	-25.448	61.438	-3.9936
9050	135.	-30.706	58.986	-3.2274
9052	135.	-35.73	56.086	-2.4366
9054	135.	-40.483	52.758	-1.6273
9056	135.	-44.927	49.029	-0.80566
9058	135.	-49.029	44.927	2.2162e-002
9060	135.	-52.758	40.483	0.84981
9062	135.	-56.086	35.73	1.671
9064	135.	-58.986	30.706	2.4795
9066	135.	-61.438	25.448	3.2691
9068	135.	-63.422	19.997	4.0338
9070	135.	-64.924	14.393	4.7678
