節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
8932	135.	-66.437	-2.9007	6.6999
8934	135.	-65.931	-8.68	6.0877
8936	135.	-64.924	-14.393	5.4292
8938	135.	-63.422	-19.997	4.7294
8940	135.	-61.438	-25.448	3.9936
8942	135.	-58.986	-30.706	3.2274
8944	135.	-56.086	-35.73	2.4366
8946	135.	-52.758	-40.483	1.6273
8948	135.	-49.029	-44.927	0.80566
8950	135.	-44.927	-49.029	-2.2162e-002
8952	135.	-40.483	-52.758	-0.84981
8954	135.	-35.73	-56.086	-1.671
8956	135.	-30.706	-58.986	-2.4795
8958	135.	-25.448	-61.438	-3.2691
8960	135.	-19.997	-63.422	-4.0338
8962	135.	-14.393	-64.924	-4.7678
8964	135.	-8.68	-65.931	-5.4655
8966	135.	-2.9007	-66.437	-6.1217
8968	135.	2.9007	-66.437	-6.7312
8970	135.	8.68	-65.931	-7.2895
8972	135.	14.393	-64.924	-7.7924
8974	135.	19.997	-63.422	-8.2359
8976	135.	25.448	-61.438	-8.6168
8978	135.	30.706	-58.986	-8.932
8980	135.	35.73	-56.086	-9.1793
8982	135.	40.483	-52.758	-9.3568
8984	135.	44.927	-49.029	-9.463
8986	135.	49.029	-44.927	-9.4972
8988	135.	52.758	-40.483	-9.4591
8990	135.	56.086	-35.73	-9.3491
8992	135.	58.986	-30.706	-9.1679
8994	135.	61.438	-25.448	-8.9169
8996	135.	63.422	-19.997	-8.598
8998	135.	64.924	-14.393	-8.2137
9000	135.	65.931	-8.68	-7.7669
9002	135.	66.437	-2.9007	-7.261
9004	135.	66.437	2.9007	-6.6999
9006	135.	65.931	8.68	-6.0877
9008	135.	64.924	14.393	-5.4292
9010	135.	63.422	19.997	-4.7294
9012	135.	61.438	25.448	-3.9936
9014	135.	58.986	30.706	-3.2274
9016	135.	56.086	35.73	-2.4366
9018	135.	52.758	40.483	-1.6273
9020	135.	49.029	44.927	-0.80566
9022	135.	44.927	49.029	2.2162e-002
9024	135.	40.483	52.758	0.84981
9026	135.	35.73	56.086	1.671
9028	135.	30.706	58.986	2.4795
9030	135.	25.448	61.438	3.2691
9032	135.	19.997	63.422	4.0338
9034	135.	14.393	64.924	4.7678
9036	135.	8.68	65.931	5.4655
9038	135.	2.9007	66.437	6.1217
9040	135.	-2.9007	66.437	6.7312
9042	135.	-8.68	65.931	7.2895
9044	135.	-14.393	64.924	7.7924
9046	135.	-19.997	63.422	8.2359
9048	135.	-25.448	61.438	8.6168
9050	135.	-30.706	58.986	8.932
9052	135.	-35.73	56.086	9.1793
9054	135.	-40.483	52.758	9.3568
9056	135.	-44.927	49.029	9.463
9058	135.	-49.029	44.927	9.4972
9060	135.	-52.758	40.483	9.4591
9062	135.	-56.086	35.73	9.3491
9064	135.	-58.986	30.706	9.1679
9066	135.	-61.438	25.448	8.9169
9068	135.	-63.422	19.997	8.598
9070	135.	-64.924	14.393	8.2137
