節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
1778	135.	-66.247	5.7959	7.0104
1802	135.	-66.5	-8.1439e-015	7.0847
1803	135.	-66.247	-5.7959	6.9437
1804	135.	-65.49	-11.548	6.5917
1805	135.	-64.234	-17.211	6.0394
1806	135.	-62.49	-22.744	5.3037
1807	135.	-60.269	-28.104	4.4067
1808	135.	-57.591	-33.25	3.3759
1809	135.	-54.474	-38.143	2.2426
1810	135.	-50.942	-42.745	1.041
1811	135.	-47.023	-47.023	-0.19213
1812	135.	-42.745	-50.942	-1.4194
1813	135.	-38.143	-54.474	-2.6036
1814	135.	-33.25	-57.591	-3.7087
1815	135.	-28.104	-60.269	-4.7011
1816	135.	-22.744	-62.49	-5.5507
1817	135.	-17.211	-64.234	-6.2316
1818	135.	-11.548	-65.49	-6.7231
1819	135.	-5.7959	-66.247	-7.0104
1820	135.	1.8838e-014	-66.5	-7.0847
1821	135.	5.7959	-66.247	-6.9437
1822	135.	11.548	-65.49	-6.5917
1823	135.	17.211	-64.234	-6.0394
1824	135.	22.744	-62.49	-5.3037
1825	135.	28.104	-60.269	-4.4067
1826	135.	33.25	-57.591	-3.3759
1827	135.	38.143	-54.474	-2.2426
1828	135.	42.745	-50.942	-1.041
1829	135.	47.023	-47.023	0.19213
1830	135.	50.942	-42.745	1.4194
1831	135.	54.474	-38.143	2.6036
1832	135.	57.591	-33.25	3.7087
1833	135.	60.269	-28.104	4.7011
1834	135.	62.49	-22.744	5.5507
1835	135.	64.234	-17.211	6.2316
1836	135.	65.49	-11.548	6.7231
1837	135.	66.247	-5.7959	7.0104
1838	135.	66.5	5.5511e-014	7.0847
1839	135.	66.247	5.7959	6.9437
1840	135.	65.49	11.548	6.5917
1841	135.	64.234	17.211	6.0394
1842	135.	62.49	22.744	5.3037
1843	135.	60.269	28.104	4.4067
1844	135.	57.591	33.25	3.3759
1845	135.	54.474	38.143	2.2426
1846	135.	50.942	42.745	1.041
1847	135.	47.023	47.023	-0.19213
1848	135.	42.745	50.942	-1.4194
1849	135.	38.143	54.474	-2.6036
1850	135.	33.25	57.591	-3.7087
1851	135.	28.104	60.269	-4.7011
1852	135.	22.744	62.49	-5.5507
1853	135.	17.211	64.234	-6.2316
1854	135.	11.548	65.49	-6.7231
1855	135.	5.7959	66.247	-7.0104
1856	135.	3.1416e-013	66.5	-7.0847
1857	135.	-5.7959	66.247	-6.9437
1858	135.	-11.548	65.49	-6.5917
1859	135.	-17.211	64.234	-6.0394
1860	135.	-22.744	62.49	-5.3037
1861	135.	-28.104	60.269	-4.4067
1862	135.	-33.25	57.591	-3.3759
1863	135.	-38.143	54.474	-2.2426
1864	135.	-42.745	50.942	-1.041
1865	135.	-47.023	47.023	0.19213
1866	135.	-50.942	42.745	1.4194
1867	135.	-54.474	38.143	2.6036
1868	135.	-57.591	33.25	3.7087
1869	135.	-60.269	28.104	4.7011
1870	135.	-62.49	22.744	5.5507
1871	135.	-64.234	17.211	6.2316
1872	135.	-65.49	11.548	6.7231
8883	135.	-66.437	2.9007	7.0745
8884	135.	-65.931	8.68	6.893
8932	135.	-66.437	-2.9007	7.041
8934	135.	-65.931	-8.68	6.7936
8936	135.	-64.924	-14.393	6.3397
8938	135.	-63.422	-19.997	5.6933
8940	135.	-61.438	-25.448	4.8738
8942	135.	-58.986	-30.706	3.9062
8944	135.	-56.086	-35.73	2.82
8946	135.	-52.758	-40.483	1.6481
8948	135.	-49.029	-44.927	0.42607
8950	135.	-44.927	-49.029	-0.80887
8952	135.	-40.483	-52.758	-2.0192
8954	135.	-35.73	-56.086	-3.1683
8956	135.	-30.706	-58.986	-4.221
8958	135.	-25.448	-61.438	-5.1455
8960	135.	-19.997	-63.422	-5.9137
8962	135.	-14.393	-64.924	-6.5021
8964	135.	-8.68	-65.931	-6.893
8966	135.	-2.9007	-66.437	-7.0745
8968	135.	2.9007	-66.437	-7.041
8970	135.	8.68	-65.931	-6.7936
8972	135.	14.393	-64.924	-6.3397
8974	135.	19.997	-63.422	-5.6933
8976	135.	25.448	-61.438	-4.8738
8978	135.	30.706	-58.986	-3.9062
8980	135.	35.73	-56.086	-2.82
8982	135.	40.483	-52.758	-1.6481
8984	135.	44.927	-49.029	-0.42607
8986	135.	49.029	-44.927	0.80887
8988	135.	52.758	-40.483	2.0192
8990	135.	56.086	-35.73	3.1683
8992	135.	58.986	-30.706	4.221
8994	135.	61.438	-25.448	5.1455
8996	135.	63.422	-19.997	5.9137
8998	135.	64.924	-14.393	6.5021
9000	135.	65.931	-8.68	6.893
9002	135.	66.437	-2.9007	7.0745
9004	135.	66.437	2.9007	7.041
9006	135.	65.931	8.68	6.7936
9008	135.	64.924	14.393	6.3397
9010	135.	63.422	19.997	5.6933
9012	135.	61.438	25.448	4.8738
9014	135.	58.986	30.706	3.9062
9016	135.	56.086	35.73	2.82
9018	135.	52.758	40.483	1.6481
9020	135.	49.029	44.927	0.42607
9022	135.	44.927	49.029	-0.80887
9024	135.	40.483	52.758	-2.0192
9026	135.	35.73	56.086	-3.1683
9028	135.	30.706	58.986	-4.221
9030	135.	25.448	61.438	-5.1455
9032	135.	19.997	63.422	-5.9137
9034	135.	14.393	64.924	-6.5021
9036	135.	8.68	65.931	-6.893
9038	135.	2.9007	66.437	-7.0745
9040	135.	-2.9007	66.437	-7.041
9042	135.	-8.68	65.931	-6.7936
9044	135.	-14.393	64.924	-6.3397
9046	135.	-19.997	63.422	-5.6933
9048	135.	-25.448	61.438	-4.8738
9050	135.	-30.706	58.986	-3.9062
9052	135.	-35.73	56.086	-2.82
9054	135.	-40.483	52.758	-1.6481
9056	135.	-44.927	49.029	-0.42607
9058	135.	-49.029	44.927	0.80887
9060	135.	-52.758	40.483	2.0192
9062	135.	-56.086	35.73	3.1683
9064	135.	-58.986	30.706	4.221
9066	135.	-61.438	25.448	5.1455
9068	135.	-63.422	19.997	5.9137
9070	135.	-64.924	14.393	6.5021
