節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
9000	135.	65.931	-8.68	-11.893
9002	135.	66.437	-2.9007	-10.331
9004	135.	66.437	2.9007	-8.0656
9006	135.	65.931	8.68	-5.2501
9008	135.	64.924	14.393	-2.0769
9010	135.	63.422	19.997	1.2379
9012	135.	61.438	25.448	4.4683
9014	135.	58.986	30.706	7.3942
9016	135.	56.086	35.73	9.8162
9018	135.	52.758	40.483	11.569
9020	135.	49.029	44.927	12.534
9022	135.	44.927	49.029	12.644
9024	135.	40.483	52.758	11.893
9026	135.	35.73	56.086	10.331
9028	135.	30.706	58.986	8.0656
9030	135.	25.448	61.438	5.2501
9032	135.	19.997	63.422	2.0769
9034	135.	14.393	64.924	-1.2379
9036	135.	8.68	65.931	-4.4683
9038	135.	2.9007	66.437	-7.3942
9040	135.	-2.9007	66.437	-9.8162
9042	135.	-8.68	65.931	-11.569
9044	135.	-14.393	64.924	-12.534
9046	135.	-19.997	63.422	-12.644
9048	135.	-25.448	61.438	-11.893
9050	135.	-30.706	58.986	-10.331
9052	135.	-35.73	56.086	-8.0656
9054	135.	-40.483	52.758	-5.2501
9056	135.	-44.927	49.029	-2.0769
9058	135.	-49.029	44.927	1.2379
9060	135.	-52.758	40.483	4.4683
9062	135.	-56.086	35.73	7.3942
9064	135.	-58.986	30.706	9.8162
9066	135.	-61.438	25.448	11.569
9068	135.	-63.422	19.997	12.534
9070	135.	-64.924	14.393	12.644
