節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
137	5.5556	5.5556	3.	-5.506
138	5.5556	11.111	3.	-5.4844
139	5.5556	16.667	3.	-5.3305
140	5.5556	22.222	3.	-5.2448
141	5.5556	27.778	3.	-5.2448
142	5.5556	33.333	3.	-5.3305
143	5.5556	38.889	3.	-5.4844
144	5.5556	44.444	3.	-5.506
145	11.111	5.5556	3.	-20.116
146	11.111	11.111	3.	-19.9
147	11.111	16.667	3.	-19.523
148	11.111	22.222	3.	-19.29
149	11.111	27.778	3.	-19.29
150	11.111	33.333	3.	-19.523
151	11.111	38.889	3.	-19.9
152	11.111	44.444	3.	-20.116
153	16.667	5.5556	3.	-41.035
154	16.667	11.111	3.	-40.306
155	16.667	16.667	3.	-39.601
156	16.667	22.222	3.	-39.197
157	16.667	27.778	3.	-39.197
158	16.667	33.333	3.	-39.601
159	16.667	38.889	3.	-40.306
160	16.667	44.444	3.	-41.035
161	22.222	5.5556	3.	-65.068
162	22.222	11.111	3.	-63.551
163	22.222	16.667	3.	-62.41
164	22.222	22.222	3.	-61.802
165	22.222	27.778	3.	-61.802
166	22.222	33.333	3.	-62.41
167	22.222	38.889	3.	-63.551
168	22.222	44.444	3.	-65.068
169	27.778	5.5556	3.	-89.155
170	27.778	11.111	3.	-86.721
171	27.778	16.667	3.	-85.068
172	27.778	22.222	3.	-84.229
173	27.778	27.778	3.	-84.229
174	27.778	33.333	3.	-85.068
175	27.778	38.889	3.	-86.721
176	27.778	44.444	3.	-89.155
177	33.333	5.5556	3.	-110.48
178	33.333	11.111	3.	-107.12
179	33.333	16.667	3.	-104.94
180	33.333	22.222	3.	-103.87
181	33.333	27.778	3.	-103.87
182	33.333	33.333	3.	-104.94
183	33.333	38.889	3.	-107.12
184	33.333	44.444	3.	-110.48
185	38.889	5.5556	3.	-126.62
186	38.889	11.111	3.	-122.45
187	38.889	16.667	3.	-119.78
188	38.889	22.222	3.	-118.48
189	38.889	27.778	3.	-118.48
190	38.889	33.333	3.	-119.78
191	38.889	38.889	3.	-122.45
192	38.889	44.444	3.	-126.62
193	44.444	5.5556	3.	-135.68
194	44.444	11.111	3.	-130.85
195	44.444	16.667	3.	-127.8
196	44.444	22.222	3.	-126.32
197	44.444	27.778	3.	-126.32
198	44.444	33.333	3.	-127.8
199	44.444	38.889	3.	-130.85
200	44.444	44.444	3.	-135.68
201	50.	5.5556	3.	-136.33
202	50.	11.111	3.	-131.07
203	50.	16.667	3.	-127.75
204	50.	22.222	3.	-126.13
205	50.	27.778	3.	-126.13
206	50.	33.333	3.	-127.75
207	50.	38.889	3.	-131.07
208	50.	44.444	3.	-136.33
209	55.556	5.5556	3.	-127.87
210	55.556	11.111	3.	-122.42
211	55.556	16.667	3.	-118.96
212	55.556	22.222	3.	-117.28
213	55.556	27.778	3.	-117.28
214	55.556	33.333	3.	-118.96
215	55.556	38.889	3.	-122.42
216	55.556	44.444	3.	-127.87
217	61.111	5.5556	3.	-110.24
218	61.111	11.111	3.	-104.83
219	61.111	16.667	3.	-101.37
220	61.111	22.222	3.	-99.678
221	61.111	27.778	3.	-99.678
222	61.111	33.333	3.	-101.37
223	61.111	38.889	3.	-104.83
224	61.111	44.444	3.	-110.24
225	66.667	5.5556	3.	-83.954
226	66.667	11.111	3.	-78.786
227	66.667	16.667	3.	-75.438
228	66.667	22.222	3.	-73.791
229	66.667	27.778	3.	-73.791
230	66.667	33.333	3.	-75.438
231	66.667	38.889	3.	-78.786
232	66.667	44.444	3.	-83.954
233	72.222	5.5556	3.	-50.037
234	72.222	11.111	3.	-45.255
235	72.222	16.667	3.	-42.108
236	72.222	22.222	3.	-40.544
237	72.222	27.778	3.	-40.544
238	72.222	33.333	3.	-42.108
239	72.222	38.889	3.	-45.255
240	72.222	44.444	3.	-50.037
241	77.778	5.5556	3.	-9.8855
242	77.778	11.111	3.	-5.5718
243	77.778	16.667	3.	-2.6734
244	77.778	22.222	3.	-1.2163
245	77.778	27.778	3.	-1.2163
246	77.778	33.333	3.	-2.6734
247	77.778	38.889	3.	-5.5718
248	77.778	44.444	3.	-9.8855
249	83.333	5.5556	3.	34.89
250	83.333	11.111	3.	38.726
251	83.333	16.667	3.	41.368
252	83.333	22.222	3.	42.715
253	83.333	27.778	3.	42.715
254	83.333	33.333	3.	41.368
255	83.333	38.889	3.	38.726
256	83.333	44.444	3.	34.89
257	88.889	5.5556	3.	82.656
258	88.889	11.111	3.	86.076
259	88.889	16.667	3.	88.493
260	88.889	22.222	3.	89.741
261	88.889	27.778	3.	89.741
262	88.889	33.333	3.	88.493
263	88.889	38.889	3.	86.076
264	88.889	44.444	3.	82.656
265	94.444	5.5556	3.	131.97
266	94.444	11.111	3.	135.09
267	94.444	16.667	3.	137.34
268	94.444	22.222	3.	138.52
269	94.444	27.778	3.	138.52
