節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
137	5.5556	5.5556	3.	14.906
138	5.5556	11.111	3.	14.384
139	5.5556	16.667	3.	13.916
140	5.5556	22.222	3.	13.717
141	5.5556	27.778	3.	13.717
142	5.5556	33.333	3.	13.916
143	5.5556	38.889	3.	14.384
144	5.5556	44.444	3.	14.906
145	11.111	5.5556	3.	49.568
146	11.111	11.111	3.	47.887
147	11.111	16.667	3.	46.709
148	11.111	22.222	3.	46.149
149	11.111	27.778	3.	46.149
150	11.111	33.333	3.	46.709
151	11.111	38.889	3.	47.887
152	11.111	44.444	3.	49.568
153	16.667	5.5556	3.	90.347
154	16.667	11.111	3.	87.19
155	16.667	16.667	3.	85.296
156	16.667	22.222	3.	84.427
157	16.667	27.778	3.	84.427
158	16.667	33.333	3.	85.296
159	16.667	38.889	3.	87.19
160	16.667	44.444	3.	90.347
161	22.222	5.5556	3.	124.2
162	22.222	11.111	3.	119.77
163	22.222	16.667	3.	117.39
164	22.222	22.222	3.	116.36
165	22.222	27.778	3.	116.36
166	22.222	33.333	3.	117.39
167	22.222	38.889	3.	119.77
168	22.222	44.444	3.	124.2
169	27.778	5.5556	3.	141.23
170	27.778	11.111	3.	136.34
171	27.778	16.667	3.	133.93
172	27.778	22.222	3.	132.94
173	27.778	27.778	3.	132.94
174	27.778	33.333	3.	133.93
175	27.778	38.889	3.	136.34
176	27.778	44.444	3.	141.23
177	33.333	5.5556	3.	135.84
178	33.333	11.111	3.	131.65
179	33.333	16.667	3.	129.81
180	33.333	22.222	3.	129.15
181	33.333	27.778	3.	129.15
182	33.333	33.333	3.	129.81
183	33.333	38.889	3.	131.65
184	33.333	44.444	3.	135.84
185	38.889	5.5556	3.	107.45
186	38.889	11.111	3.	105.21
187	38.889	16.667	3.	104.62
188	38.889	22.222	3.	104.57
189	38.889	27.778	3.	104.57
190	38.889	33.333	3.	104.62
191	38.889	38.889	3.	105.21
192	38.889	44.444	3.	107.45
193	44.444	5.5556	3.	60.356
194	44.444	11.111	3.	61.129
195	44.444	16.667	3.	62.351
196	44.444	22.222	3.	63.17
197	44.444	27.778	3.	63.17
198	44.444	33.333	3.	62.351
199	44.444	38.889	3.	61.129
200	44.444	44.444	3.	60.356
201	50.	5.5556	3.	2.7242
202	50.	11.111	3.	7.1973
203	50.	16.667	3.	10.623
204	50.	22.222	3.	12.481
205	50.	27.778	3.	12.481
206	50.	33.333	3.	10.623
207	50.	38.889	3.	7.1973
208	50.	44.444	3.	2.7242
209	55.556	5.5556	3.	-55.004
210	55.556	11.111	3.	-46.638
211	55.556	16.667	3.	-40.884
212	55.556	22.222	3.	-37.924
213	55.556	27.778	3.	-37.924
214	55.556	33.333	3.	-40.884
215	55.556	38.889	3.	-46.638
216	55.556	44.444	3.	-55.004
217	61.111	5.5556	3.	-102.11
218	61.111	11.111	3.	-90.166
219	61.111	16.667	3.	-82.228
220	61.111	22.222	3.	-78.22
221	61.111	27.778	3.	-78.22
222	61.111	33.333	3.	-82.228
223	61.111	38.889	3.	-90.166
224	61.111	44.444	3.	-102.11
225	66.667	5.5556	3.	-129.58
226	66.667	11.111	3.	-114.79
227	66.667	16.667	3.	-105.04
228	66.667	22.222	3.	-100.13
229	66.667	27.778	3.	-100.13
230	66.667	33.333	3.	-105.04
231	66.667	38.889	3.	-114.79
232	66.667	44.444	3.	-129.58
233	72.222	5.5556	3.	-131.72
234	72.222	11.111	3.	-115.06
235	72.222	16.667	3.	-103.99
236	72.222	22.222	3.	-98.403
237	72.222	27.778	3.	-98.403
238	72.222	33.333	3.	-103.99
239	72.222	38.889	3.	-115.06
240	72.222	44.444	3.	-131.72
241	77.778	5.5556	3.	-107.05
242	77.778	11.111	3.	-89.513
243	77.778	16.667	3.	-77.647
244	77.778	22.222	3.	-71.607
245	77.778	27.778	3.	-71.607
246	77.778	33.333	3.	-77.647
247	77.778	38.889	3.	-89.513
248	77.778	44.444	3.	-107.05
249	83.333	5.5556	3.	-58.309
250	83.333	11.111	3.	-40.702
251	83.333	16.667	3.	-28.479
252	83.333	22.222	3.	-22.18
253	83.333	27.778	3.	-22.18
254	83.333	33.333	3.	-28.479
255	83.333	38.889	3.	-40.702
256	83.333	44.444	3.	-58.309
257	88.889	5.5556	3.	8.4755
258	88.889	11.111	3.	25.707
259	88.889	16.667	3.	38.016
260	88.889	22.222	3.	44.447
261	88.889	27.778	3.	44.447
262	88.889	33.333	3.	38.016
263	88.889	38.889	3.	25.707
264	88.889	44.444	3.	8.4755
265	94.444	5.5556	3.	85.779
266	94.444	11.111	3.	102.62
267	94.444	16.667	3.	114.96
268	94.444	22.222	3.	121.48
269	94.444	27.778	3.	121.48
270	94.444	33.333	3.	114.96
271	94.444	38.889	3.	102.62
272	94.444	44.444	3.	85.779
273	0.	44.444	3.	0.
274	0.	38.889	3.	0.
275	0.	33.333	3.	0.
276	0.	27.778	3.	0.
277	0.	22.222	3.	0.
278	0.	16.667	3.	0.
279	0.	11.111	3.	0.
280	0.	5.5556	3.	0.
281	0.	0.	3.	0.
282	5.5556	0.	3.	13.468
283	11.111	0.	3.	50.733
284	16.667	0.	3.	95.09
285	22.222	0.	3.	132.04
286	27.778	0.	3.	150.58
287	33.333	0.	3.	144.55
288	38.889	0.	3.	113.27
289	44.444	0.	3.	61.408
290	50.	0.	3.	-2.1652
291	55.556	0.	3.	-66.103
292	61.111	0.	3.	-118.77
293	66.667	0.	3.	-150.41
294	72.222	0.	3.	-154.9
295	77.778	0.	3.	-130.74
296	83.333	0.	3.	-81.057
297	88.889	0.	3.	-12.6
298	94.444	0.	3.	66.226
299	100.	0.	3.	148.03
300	100.	5.5556	3.	166.98
301	100.	11.111	3.	183.79
302	100.	16.667	3.	196.34
303	100.	22.222	3.	203.05
304	100.	27.778	3.	203.05
305	100.	33.333	3.	196.34
306	100.	38.889	3.	183.79
307	100.	44.444	3.	166.98
308	100.	50.	3.	148.03
309	94.444	50.	3.	66.226
310	88.889	50.	3.	-12.6
311	83.333	50.	3.	-81.057
312	77.778	50.	3.	-130.74
313	72.222	50.	3.	-154.9
314	66.667	50.	3.	-150.41
315	61.111	50.	3.	-118.77
316	55.556	50.	3.	-66.103
317	50.	50.	3.	-2.1652
318	44.444	50.	3.	61.408
319	38.889	50.	3.	113.27
320	33.333	50.	3.	144.55
321	27.778	50.	3.	150.58
322	22.222	50.	3.	132.04
323	16.667	50.	3.	95.09
324	11.111	50.	3.	50.733
325	5.5556	50.	3.	13.468
326	0.	50.	3.	0.
814	5.5556	8.3333	3.	14.692
815	8.3333	5.5556	3.	30.534
816	2.7778	5.5556	3.	4.3747
817	5.5556	2.7778	3.	14.896
818	5.5556	13.889	3.	14.114
819	8.3333	11.111	3.	29.508
820	2.7778	11.111	3.	4.0693
821	5.5556	19.444	3.	13.792
822	8.3333	16.667	3.	28.693
823	2.7778	16.667	3.	3.9277
824	5.5556	25.	3.	13.696
825	8.3333	22.222	3.	28.315
826	2.7778	22.222	3.	3.8655
827	5.5556	30.556	3.	13.792
828	8.3333	27.778	3.	28.315
829	2.7778	27.778	3.	3.8655
830	5.5556	36.111	3.	14.114
831	8.3333	33.333	3.	28.693
832	2.7778	33.333	3.	3.9277
833	5.5556	41.667	3.	14.692
834	8.3333	38.889	3.	29.508
835	2.7778	38.889	3.	4.0693
836	8.3333	44.444	3.	30.534
837	2.7778	44.444	3.	4.3747
838	5.5556	47.222	3.	14.896
839	11.111	8.3333	3.	48.704
840	13.889	5.5556	3.	70.083
841	11.111	2.7778	3.	50.298
842	11.111	13.889	3.	47.223
843	13.889	11.111	3.	67.681
844	11.111	19.444	3.	46.353
845	13.889	16.667	3.	66.124
846	11.111	25.	3.	46.08
847	13.889	22.222	3.	65.396
848	11.111	30.556	3.	46.353
849	13.889	27.778	3.	65.396
850	11.111	36.111	3.	47.223
851	13.889	33.333	3.	66.124
852	11.111	41.667	3.	48.704
853	13.889	38.889	3.	67.681
854	13.889	44.444	3.	70.083
