節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
1853	25.313	24.795	-61.705	
1855	16.875	16.757	-64.354	
1856	25.313	19.473	-63.585	
1858	16.875	11.239	-65.543	
1859	25.313	14.01	-65.007	
1861	16.875	5.6396	-66.26	
1862	25.312	8.4467	-65.961	
1865	25.313	2.8223	-66.44	
2056	33.75	46.014	-48.01	
2059	33.75	41.777	-51.739	
2060	42.188	43.935	-49.92	
2062	33.75	37.238	-55.096	
2063	42.188	39.543	-53.466	
2065	33.75	32.432	-58.055	
2066	42.188	34.866	-56.627	
2068	33.75	27.391	-60.597	
2069	42.188	29.939	-59.38	
2071	33.75	22.154	-62.701	
2072	42.188	24.795	-61.705	
2074	33.75	16.757	-64.354	
2075	42.188	19.473	-63.585	
2077	33.75	11.239	-65.543	
2078	42.188	14.01	-65.007	
2080	33.75	5.6396	-66.26	
2081	42.188	8.4467	-65.961	
2084	42.188	2.8223	-66.44	
2275	50.625	46.014	-48.01	
2278	50.625	41.777	-51.739	
2279	59.063	43.935	-49.92	
2281	50.625	37.238	-55.096	
2282	59.063	39.543	-53.466	
2284	50.625	32.432	-58.055	
2285	59.063	34.866	-56.627	
2287	50.625	27.391	-60.597	
2288	59.063	29.939	-59.38	
2290	50.625	22.154	-62.701	
2291	59.063	24.795	-61.705	
2293	50.625	16.757	-64.354	
2294	59.063	19.473	-63.585	
2296	50.625	11.239	-65.543	
2297	59.063	14.01	-65.007	
2299	50.625	5.6396	-66.26	
2300	59.063	8.4467	-65.961	
2303	59.063	2.8223	-66.44	
2494	67.5	46.014	-48.01	
2497	67.5	41.777	-51.739	
2498	75.938	43.935	-49.92	
2500	67.5	37.238	-55.096	
2501	75.938	39.543	-53.466	
2503	67.5	32.432	-58.055	
2504	75.938	34.866	-56.627	
2506	67.5	27.391	-60.597	
2507	75.938	29.939	-59.38	
2509	67.5	22.154	-62.701	
2510	75.938	24.795	-61.705	
2512	67.5	16.757	-64.354	
2513	75.938	19.473	-63.585	
2515	67.5	11.239	-65.543	
2516	75.938	14.01	-65.007	
2518	67.5	5.6396	-66.26	
2519	75.938	8.4467	-65.961	
2522	75.938	2.8223	-66.44	
2713	84.375	46.014	-48.01	
2716	84.375	41.777	-51.739	
2717	92.813	43.935	-49.92	
2719	84.375	37.238	-55.096	
2720	92.813	39.543	-53.466	
2722	84.375	32.432	-58.055	
2723	92.813	34.866	-56.627	
2725	84.375	27.391	-60.597	
2726	92.813	29.939	-59.38	
2728	84.375	22.154	-62.701	
2729	92.813	24.795	-61.705	
2731	84.375	16.757	-64.354	
2732	92.813	19.473	-63.585	
2734	84.375	11.239	-65.543	
2735	92.813	14.01	-65.007	
2737	84.375	5.6396	-66.26	
2738	92.813	8.4467	-65.961	
2741	92.813	2.8223	-66.44	
2932	101.25	46.014	-48.01	
2935	101.25	41.777	-51.739	
2936	109.69	43.935	-49.92	
2938	101.25	37.238	-55.096	
2939	109.69	39.543	-53.466	
2941	101.25	32.432	-58.055	
2942	109.69	34.866	-56.627	
2944	101.25	27.391	-60.597	
2945	109.69	29.939	-59.38	
2947	101.25	22.154	-62.701	
2948	109.69	24.795	-61.705	
2950	101.25	16.757	-64.354	
2951	109.69	19.473	-63.585	
2953	101.25	11.239	-65.543	
2954	109.69	14.01	-65.007	
2956	101.25	5.6396	-66.26	
2957	109.69	8.4467	-65.961	
2960	109.69	2.8223	-66.44	
3151	118.13	46.014	-48.01	
3154	118.13	41.777	-51.739	
3155	126.56	43.935	-49.92	
3157	118.13	37.238	-55.096	
3158	126.56	39.543	-53.466	
3160	118.13	32.432	-58.055	
3161	126.56	34.866	-56.627	
3163	118.13	27.391	-60.597	
3164	126.56	29.939	-59.38	
3166	118.13	22.154	-62.701	
3167	126.56	24.795	-61.705	
3169	118.13	16.757	-64.354	
3170	126.56	19.473	-63.585	
3172	118.13	11.239	-65.543	
3173	126.56	14.01	-65.007	
3175	118.13	5.6396	-66.26	
3176	126.56	8.4467	-65.961	
3179	126.56	2.8223	-66.44	
3290	135.	5.6396	-66.26	
3292	135.	11.239	-65.543	
3294	135.	16.757	-64.354	
3296	135.	22.154	-62.701	
3298	135.	27.391	-60.597	
3300	135.	32.432	-58.055	
3302	135.	37.238	-55.096	
3304	135.	41.777	-51.739	
3306	135.	46.014	-48.01	
