é¸îgêî (Hz)	êUïù (mm)	à ëääp (ìx)	é¿ïî (mm)	ãïïî (mm)
188.	5.3142e-011	180.	-5.3142e-011	0.
192.	5.3154e-011	180.	-5.3154e-011	0.
196.	5.3167e-011	180.	-5.3167e-011	0.
200.	5.3181e-011	180.	-5.3181e-011	0.
204.	5.3194e-011	180.	-5.3194e-011	0.
208.	5.3208e-011	180.	-5.3208e-011	0.
212.	5.3222e-011	180.	-5.3222e-011	0.
216.	5.3237e-011	180.	-5.3237e-011	0.
220.	5.3252e-011	180.	-5.3252e-011	0.
224.	5.3267e-011	180.	-5.3267e-011	0.
228.	5.3282e-011	180.	-5.3282e-011	0.
232.	5.3297e-011	180.	-5.3297e-011	0.
236.	5.3313e-011	180.	-5.3313e-011	0.
240.	5.3329e-011	180.	-5.3329e-011	0.
244.	5.3346e-011	180.	-5.3346e-011	0.
248.	5.3362e-011	180.	-5.3362e-011	0.
252.	5.3379e-011	180.	-5.3379e-011	0.
256.	5.3397e-011	180.	-5.3397e-011	0.
260.	5.3414e-011	180.	-5.3414e-011	0.
264.	5.3432e-011	180.	-5.3432e-011	0.
268.	5.345e-011	180.	-5.345e-011	0.
272.	5.3468e-011	180.	-5.3468e-011	0.
276.	5.3487e-011	180.	-5.3487e-011	0.
280.	5.3506e-011	180.	-5.3506e-011	0.
284.	5.3525e-011	180.	-5.3525e-011	0.
288.	5.3545e-011	180.	-5.3545e-011	0.
292.	5.3565e-011	180.	-5.3565e-011	0.
296.	5.3585e-011	180.	-5.3585e-011	0.
300.	5.3605e-011	180.	-5.3605e-011	0.
304.	5.3626e-011	180.	-5.3626e-011	0.
308.	5.3647e-011	180.	-5.3647e-011	0.
312.	5.3668e-011	180.	-5.3668e-011	0.
316.	5.3689e-011	180.	-5.3689e-011	0.
320.	5.3711e-011	180.	-5.3711e-011	0.
324.	5.3733e-011	180.	-5.3733e-011	0.
328.	5.3756e-011	180.	-5.3756e-011	0.
332.	5.3778e-011	180.	-5.3778e-011	0.
336.	5.3801e-011	180.	-5.3801e-011	0.
340.	5.3825e-011	180.	-5.3825e-011	0.
344.	5.3848e-011	180.	-5.3848e-011	0.
348.	5.3872e-011	180.	-5.3872e-011	0.
352.	5.3896e-011	180.	-5.3896e-011	0.
356.	5.392e-011	180.	-5.392e-011	0.
360.	5.3945e-011	180.	-5.3945e-011	0.
364.	5.397e-011	180.	-5.397e-011	0.
368.	5.3996e-011	180.	-5.3996e-011	0.
372.	5.4021e-011	180.	-5.4021e-011	0.
376.	5.4047e-011	180.	-5.4047e-011	0.
380.	5.4073e-011	180.	-5.4073e-011	0.
384.	5.41e-011	180.	-5.41e-011	0.
388.	5.4127e-011	180.	-5.4127e-011	0.
392.	5.4154e-011	180.	-5.4154e-011	0.
396.	5.4181e-011	180.	-5.4181e-011	0.
400.	5.4209e-011	180.	-5.4209e-011	0.
404.	5.4237e-011	180.	-5.4237e-011	0.
408.	5.4265e-011	180.	-5.4265e-011	0.
412.	5.4294e-011	180.	-5.4294e-011	0.
416.	5.4323e-011	180.	-5.4323e-011	0.
420.	5.4352e-011	180.	-5.4352e-011	0.
424.	5.4382e-011	180.	-5.4382e-011	0.
428.	5.4412e-011	180.	-5.4412e-011	0.
432.	5.4442e-011	180.	-5.4442e-011	0.
436.	5.4472e-011	180.	-5.4472e-011	0.
440.	5.4503e-011	180.	-5.4503e-011	0.
444.	5.4534e-011	180.	-5.4534e-011	0.
448.	5.4566e-011	180.	-5.4566e-011	0.
452.	5.4598e-011	180.	-5.4598e-011	0.
456.	5.463e-011	180.	-5.463e-011	0.
460.	5.4662e-011	180.	-5.4662e-011	0.
464.	5.4695e-011	180.	-5.4695e-011	0.
468.	5.4728e-011	180.	-5.4728e-011	0.
472.	5.4761e-011	180.	-5.4761e-011	0.
476.	5.4795e-011	180.	-5.4795e-011	0.
480.	5.4829e-011	180.	-5.4829e-011	0.
484.	5.4863e-011	180.	-5.4863e-011	0.
488.	5.4898e-011	180.	-5.4898e-011	0.
492.	5.4933e-011	180.	-5.4933e-011	0.
496.	5.4968e-011	180.	-5.4968e-011	0.
500.	5.5004e-011	180.	-5.5004e-011	0.
504.	5.504e-011	180.	-5.504e-011	0.
508.	5.5076e-011	180.	-5.5076e-011	0.
512.	5.5112e-011	180.	-5.5112e-011	0.
516.	5.5149e-011	180.	-5.5149e-011	0.
520.	5.5187e-011	180.	-5.5187e-011	0.
524.	5.5224e-011	180.	-5.5224e-011	0.
528.	5.5262e-011	180.	-5.5262e-011	0.
532.	5.53e-011	180.	-5.53e-011	0.
536.	5.5339e-011	180.	-5.5339e-011	0.
540.	5.5378e-011	180.	-5.5378e-011	0.
544.	5.5417e-011	180.	-5.5417e-011	0.
548.	5.5457e-011	180.	-5.5457e-011	0.
552.	5.5497e-011	180.	-5.5497e-011	0.
556.	5.5537e-011	180.	-5.5537e-011	0.
560.	5.5578e-011	180.	-5.5578e-011	0.
564.	5.5619e-011	180.	-5.5619e-011	0.
568.	5.566e-011	180.	-5.566e-011	0.
572.	5.5702e-011	180.	-5.5702e-011	0.
576.	5.5744e-011	180.	-5.5744e-011	0.
580.	5.5787e-011	180.	-5.5787e-011	0.
584.	5.5829e-011	180.	-5.5829e-011	0.
588.	5.5873e-011	180.	-5.5873e-011	0.
592.	5.5916e-011	180.	-5.5916e-011	0.
596.	5.596e-011	180.	-5.596e-011	0.
600.	5.6004e-011	180.	-5.6004e-011	0.
604.	5.6049e-011	180.	-5.6049e-011	0.
608.	5.6094e-011	180.	-5.6094e-011	0.
612.	5.6139e-011	180.	-5.6139e-011	0.
616.	5.6185e-011	180.	-5.6185e-011	0.
620.	5.6231e-011	180.	-5.6231e-011	0.
624.	5.6277e-011	180.	-5.6277e-011	0.
628.	5.6324e-011	180.	-5.6324e-011	0.
632.	5.6371e-011	180.	-5.6371e-011	0.
636.	5.6419e-011	180.	-5.6419e-011	0.
640.	5.6467e-011	180.	-5.6467e-011	0.
644.	5.6515e-011	180.	-5.6515e-011	0.
648.	5.6564e-011	180.	-5.6564e-011	0.
652.	5.6613e-011	180.	-5.6613e-011	0.
656.	5.6662e-011	180.	-5.6662e-011	0.
660.	5.6712e-011	180.	-5.6712e-011	0.
664.	5.6762e-011	180.	-5.6762e-011	0.
668.	5.6813e-011	180.	-5.6813e-011	0.
672.	5.6864e-011	180.	-5.6864e-011	0.
676.	5.6915e-011	180.	-5.6915e-011	0.
680.	5.6967e-011	180.	-5.6967e-011	0.
684.	5.7019e-011	180.	-5.7019e-011	0.
688.	5.7072e-011	180.	-5.7072e-011	0.
692.	5.7125e-011	180.	-5.7125e-011	0.
696.	5.7178e-011	180.	-5.7178e-011	0.
700.	5.7232e-011	180.	-5.7232e-011	0.
704.	5.7286e-011	180.	-5.7286e-011	0.
708.	5.7341e-011	180.	-5.7341e-011	0.
712.	5.7396e-011	180.	-5.7396e-011	0.
716.	5.7452e-011	180.	-5.7452e-011	0.
720.	5.7508e-011	180.	-5.7508e-011	0.
724.	5.7564e-011	180.	-5.7564e-011	0.
728.	5.7621e-011	180.	-5.7621e-011	0.
732.	5.7678e-011	180.	-5.7678e-011	0.
736.	5.7735e-011	180.	-5.7735e-011	0.
740.	5.7794e-011	180.	-5.7794e-011	0.
744.	5.7852e-011	180.	-5.7852e-011	0.
748.	5.7911e-011	180.	-5.7911e-011	0.
752.	5.797e-011	180.	-5.797e-011	0.
756.	5.803e-011	180.	-5.803e-011	0.
760.	5.809e-011	180.	-5.809e-011	0.
764.	5.8151e-011	180.	-5.8151e-011	0.
768.	5.8212e-011	180.	-5.8212e-011	0.
772.	5.8274e-011	180.	-5.8274e-011	0.
776.	5.8336e-011	180.	-5.8336e-011	0.
780.	5.8398e-011	180.	-5.8398e-011	0.
784.	5.8461e-011	180.	-5.8461e-011	0.
788.	5.8525e-011	180.	-5.8525e-011	0.
792.	5.8589e-011	180.	-5.8589e-011	0.
796.	5.8653e-011	180.	-5.8653e-011	0.
800.	5.8718e-011	180.	-5.8718e-011	0.
804.	5.8783e-011	180.	-5.8783e-011	0.
808.	5.8849e-011	180.	-5.8849e-011	0.
812.	5.8915e-011	180.	-5.8915e-011	0.
816.	5.8982e-011	180.	-5.8982e-011	0.
820.	5.9049e-011	180.	-5.9049e-011	0.
824.	5.9117e-011	180.	-5.9117e-011	0.
828.	5.9185e-011	180.	-5.9185e-011	0.
832.	5.9254e-011	180.	-5.9254e-011	0.
836.	5.9323e-011	180.	-5.9323e-011	0.
840.	5.9393e-011	180.	-5.9393e-011	0.
844.	5.9463e-011	180.	-5.9463e-011	0.
848.	5.9534e-011	180.	-5.9534e-011	0.
852.	5.9605e-011	180.	-5.9605e-011	0.
856.	5.9677e-011	180.	-5.9677e-011	0.
860.	5.975e-011	180.	-5.975e-011	0.
864.	5.9822e-011	180.	-5.9822e-011	0.
868.	5.9896e-011	180.	-5.9896e-011	0.
872.	5.997e-011	180.	-5.997e-011	0.
876.	6.0044e-011	180.	-6.0044e-011	0.
880.	6.012e-011	180.	-6.012e-011	0.
884.	6.0195e-011	180.	-6.0195e-011	0.
888.	6.0271e-011	180.	-6.0271e-011	0.
892.	6.0348e-011	180.	-6.0348e-011	0.
896.	6.0425e-011	180.	-6.0425e-011	0.
900.	6.0503e-011	180.	-6.0503e-011	0.
904.	6.0582e-011	180.	-6.0582e-011	0.
908.	6.0661e-011	180.	-6.0661e-011	0.
912.	6.074e-011	180.	-6.074e-011	0.
916.	6.0821e-011	180.	-6.0821e-011	0.
920.	6.0901e-011	180.	-6.0901e-011	0.
924.	6.0983e-011	180.	-6.0983e-011	0.
928.	6.1065e-011	180.	-6.1065e-011	0.
932.	6.1147e-011	180.	-6.1147e-011	0.
936.	6.1231e-011	180.	-6.1231e-011	0.
940.	6.1315e-011	180.	-6.1315e-011	0.
944.	6.1399e-011	180.	-6.1399e-011	0.
948.	6.1484e-011	180.	-6.1484e-011	0.
952.	6.157e-011	180.	-6.157e-011	0.
956.	6.1656e-011	180.	-6.1656e-011	0.
960.	6.1744e-011	180.	-6.1744e-011	0.
964.	6.1831e-011	180.	-6.1831e-011	0.
968.	6.192e-011	180.	-6.192e-011	0.
972.	6.2009e-011	180.	-6.2009e-011	0.
976.	6.2099e-011	180.	-6.2099e-011	0.
980.	6.2189e-011	180.	-6.2189e-011	0.
984.	6.228e-011	180.	-6.228e-011	0.
988.	6.2372e-011	180.	-6.2372e-011	0.
992.	6.2464e-011	180.	-6.2464e-011	0.
996.	6.2558e-011	180.	-6.2558e-011	0.
1000.	6.2652e-011	180.	-6.2652e-011	0.
1004.	6.2746e-011	180.	-6.2746e-011	0.
1008.	6.2842e-011	180.	-6.2842e-011	0.
1012.	6.2938e-011	180.	-6.2938e-011	0.
1016.	6.3035e-011	180.	-6.3035e-011	0.
1020.	6.3133e-011	180.	-6.3133e-011	0.
1024.	6.3231e-011	180.	-6.3231e-011	0.
1028.	6.333e-011	180.	-6.333e-011	0.
1032.	6.343e-011	180.	-6.343e-011	0.
1036.	6.3531e-011	180.	-6.3531e-011	0.
1040.	6.3633e-011	180.	-6.3633e-011	0.
1044.	6.3735e-011	180.	-6.3735e-011	0.
1048.	6.3839e-011	180.	-6.3839e-011	0.
1052.	6.3943e-011	180.	-6.3943e-011	0.
1056.	6.4048e-011	180.	-6.4048e-011	0.
1060.	6.4153e-011	180.	-6.4153e-011	0.
1064.	6.426e-011	180.	-6.426e-011	0.
1068.	6.4368e-011	180.	-6.4368e-011	0.
1072.	6.4476e-011	180.	-6.4476e-011	0.
1076.	6.4585e-011	180.	-6.4585e-011	0.
1080.	6.4695e-011	180.	-6.4695e-011	0.
1084.	6.4807e-011	180.	-6.4807e-011	0.
1088.	6.4919e-011	180.	-6.4919e-011	0.
1092.	6.5032e-011	180.	-6.5032e-011	0.
1096.	6.5146e-011	180.	-6.5146e-011	0.
1100.	6.5261e-011	180.	-6.5261e-011	0.
1104.	6.5376e-011	180.	-6.5376e-011	0.
1108.	6.5493e-011	180.	-6.5493e-011	0.
1112.	6.5611e-011	180.	-6.5611e-011	0.
1116.	6.573e-011	180.	-6.573e-011	0.
1120.	6.585e-011	180.	-6.585e-011	0.
1124.	6.5971e-011	180.	-6.5971e-011	0.
1128.	6.6093e-011	180.	-6.6093e-011	0.
1132.	6.6216e-011	180.	-6.6216e-011	0.
1136.	6.634e-011	180.	-6.634e-011	0.
1140.	6.6466e-011	180.	-6.6466e-011	0.
1144.	6.6592e-011	180.	-6.6592e-011	0.
1148.	6.672e-011	180.	-6.672e-011	0.
1152.	6.6849e-011	180.	-6.6849e-011	0.
1156.	6.6978e-011	180.	-6.6978e-011	0.
1160.	6.711e-011	180.	-6.711e-011	0.
1164.	6.7242e-011	180.	-6.7242e-011	0.
1168.	6.7375e-011	180.	-6.7375e-011	0.
1172.	6.751e-011	180.	-6.751e-011	0.
1176.	6.7646e-011	180.	-6.7646e-011	0.
1180.	6.7784e-011	180.	-6.7784e-011	0.
1184.	6.7922e-011	180.	-6.7922e-011	0.
1188.	6.8062e-011	180.	-6.8062e-011	0.
1192.	6.8204e-011	180.	-6.8204e-011	0.
1196.	6.8347e-011	180.	-6.8347e-011	0.
1200.	6.8491e-011	180.	-6.8491e-011	0.
1204.	6.8636e-011	180.	-6.8636e-011	0.
1208.	6.8783e-011	180.	-6.8783e-011	0.
1212.	6.8932e-011	180.	-6.8932e-011	0.
1216.	6.9082e-011	180.	-6.9082e-011	0.
1220.	6.9233e-011	180.	-6.9233e-011	0.
1224.	6.9386e-011	180.	-6.9386e-011	0.
1228.	6.9541e-011	180.	-6.9541e-011	0.
1232.	6.9697e-011	180.	-6.9697e-011	0.
1236.	6.9855e-011	180.	-6.9855e-011	0.
1240.	7.0015e-011	180.	-7.0015e-011	0.
1244.	7.0176e-011	180.	-7.0176e-011	0.
1248.	7.0339e-011	180.	-7.0339e-011	0.
1252.	7.0503e-011	180.	-7.0503e-011	0.
1256.	7.067e-011	180.	-7.067e-011	0.
1260.	7.0838e-011	180.	-7.0838e-011	0.
1264.	7.1009e-011	180.	-7.1009e-011	0.
1268.	7.1181e-011	180.	-7.1181e-011	0.
1272.	7.1355e-011	180.	-7.1355e-011	0.
1276.	7.1531e-011	180.	-7.1531e-011	0.
1280.	7.1709e-011	180.	-7.1709e-011	0.
1284.	7.1889e-011	180.	-7.1889e-011	0.
1288.	7.2071e-011	180.	-7.2071e-011	0.
1292.	7.2256e-011	180.	-7.2256e-011	0.
1296.	7.2443e-011	180.	-7.2443e-011	0.
1300.	7.2631e-011	180.	-7.2631e-011	0.
1304.	7.2823e-011	180.	-7.2823e-011	0.
1308.	7.3016e-011	180.	-7.3016e-011	0.
1312.	7.3212e-011	180.	-7.3212e-011	0.
1316.	7.341e-011	180.	-7.341e-011	0.
1320.	7.3611e-011	180.	-7.3611e-011	0.
1324.	7.3815e-011	180.	-7.3815e-011	0.
1328.	7.4021e-011	180.	-7.4021e-011	0.
1332.	7.423e-011	180.	-7.423e-011	0.
1336.	7.4441e-011	180.	-7.4441e-011	0.
1340.	7.4655e-011	180.	-7.4655e-011	0.
1344.	7.4873e-011	180.	-7.4873e-011	0.
1348.	7.5093e-011	180.	-7.5093e-011	0.
1352.	7.5316e-011	180.	-7.5316e-011	0.
1356.	7.5542e-011	180.	-7.5542e-011	0.
1360.	7.5772e-011	180.	-7.5772e-011	0.
1364.	7.6005e-011	180.	-7.6005e-011	0.
1368.	7.6241e-011	180.	-7.6241e-011	0.
1372.	7.648e-011	180.	-7.648e-011	0.
1376.	7.6723e-011	180.	-7.6723e-011	0.
1380.	7.697e-011	180.	-7.697e-011	0.
1384.	7.722e-011	180.	-7.722e-011	0.
1388.	7.7475e-011	180.	-7.7475e-011	0.
1392.	7.7733e-011	180.	-7.7733e-011	0.
1396.	7.7995e-011	180.	-7.7995e-011	0.
1400.	7.8261e-011	180.	-7.8261e-011	0.
1404.	7.8532e-011	180.	-7.8532e-011	0.
1408.	7.8807e-011	180.	-7.8807e-011	0.
1412.	7.9086e-011	180.	-7.9086e-011	0.
1416.	7.937e-011	180.	-7.937e-011	0.
1420.	7.9659e-011	180.	-7.9659e-011	0.
1424.	7.9953e-011	180.	-7.9953e-011	0.
1428.	8.0251e-011	180.	-8.0251e-011	0.
1432.	8.0556e-011	180.	-8.0556e-011	0.
1436.	8.0865e-011	180.	-8.0865e-011	0.
1440.	8.118e-011	180.	-8.118e-011	0.
1444.	8.1501e-011	180.	-8.1501e-011	0.
1448.	8.1827e-011	180.	-8.1827e-011	0.
1452.	8.216e-011	180.	-8.216e-011	0.
1456.	8.2499e-011	180.	-8.2499e-011	0.
1460.	8.2844e-011	180.	-8.2844e-011	0.
1464.	8.3197e-011	180.	-8.3197e-011	0.
1468.	8.3556e-011	180.	-8.3556e-011	0.
1472.	8.3922e-011	180.	-8.3922e-011	0.
1476.	8.4296e-011	180.	-8.4296e-011	0.
1480.	8.4678e-011	180.	-8.4678e-011	0.
1484.	8.5067e-011	180.	-8.5067e-011	0.
1488.	8.5465e-011	180.	-8.5465e-011	0.
1492.	8.5871e-011	180.	-8.5871e-011	0.
1496.	8.6286e-011	180.	-8.6286e-011	0.
1500.	8.671e-011	180.	-8.671e-011	0.
1504.	8.7144e-011	180.	-8.7144e-011	0.
1508.	8.7588e-011	180.	-8.7588e-011	0.
1512.	8.8042e-011	180.	-8.8042e-011	0.
1516.	8.8507e-011	180.	-8.8507e-011	0.
1520.	8.8982e-011	180.	-8.8982e-011	0.
1524.	8.947e-011	180.	-8.947e-011	0.
1528.	8.9969e-011	180.	-8.9969e-011	0.
1532.	9.0481e-011	180.	-9.0481e-011	0.
1536.	9.1006e-011	180.	-9.1006e-011	0.
1540.	9.1544e-011	180.	-9.1544e-011	0.
1544.	9.2096e-011	180.	-9.2096e-011	0.
1548.	9.2664e-011	180.	-9.2664e-011	0.
1552.	9.3246e-011	180.	-9.3246e-011	0.
1556.	9.3845e-011	180.	-9.3845e-011	0.
1560.	9.446e-011	180.	-9.446e-011	0.
1564.	9.5093e-011	180.	-9.5093e-011	0.
1568.	9.5744e-011	180.	-9.5744e-011	0.
1572.	9.6415e-011	180.	-9.6415e-011	0.
1576.	9.7105e-011	180.	-9.7105e-011	0.
1580.	9.7817e-011	180.	-9.7817e-011	0.
1584.	9.8551e-011	180.	-9.8551e-011	0.
1588.	9.9308e-011	180.	-9.9308e-011	0.
1592.	1.0009e-010	180.	-1.0009e-010	0.
1596.	1.009e-010	180.	-1.009e-010	0.
1600.	1.0173e-010	180.	-1.0173e-010	0.
1604.	1.0259e-010	180.	-1.0259e-010	0.
1608.	1.0348e-010	180.	-1.0348e-010	0.
1612.	1.0441e-010	180.	-1.0441e-010	0.
1616.	1.0536e-010	180.	-1.0536e-010	0.
1620.	1.0635e-010	180.	-1.0635e-010	0.
1624.	1.0738e-010	180.	-1.0738e-010	0.
1628.	1.0845e-010	180.	-1.0845e-010	0.
1632.	1.0956e-010	180.	-1.0956e-010	0.
1636.	1.1071e-010	180.	-1.1071e-010	0.
1640.	1.1191e-010	180.	-1.1191e-010	0.
1644.	1.1315e-010	180.	-1.1315e-010	0.
1648.	1.1445e-010	180.	-1.1445e-010	0.
1652.	1.1581e-010	180.	-1.1581e-010	0.
1656.	1.1722e-010	180.	-1.1722e-010	0.
1660.	1.187e-010	180.	-1.187e-010	0.
1664.	1.2025e-010	180.	-1.2025e-010	0.
1668.	1.2187e-010	180.	-1.2187e-010	0.
1672.	1.2356e-010	180.	-1.2356e-010	0.
1676.	1.2534e-010	180.	-1.2534e-010	0.
1680.	1.2721e-010	180.	-1.2721e-010	0.
1684.	1.2917e-010	180.	-1.2917e-010	0.
1688.	1.3123e-010	180.	-1.3123e-010	0.
1692.	1.3341e-010	180.	-1.3341e-010	0.
1696.	1.3571e-010	180.	-1.3571e-010	0.
1700.	1.3813e-010	180.	-1.3813e-010	0.
1704.	1.407e-010	180.	-1.407e-010	0.
1708.	1.4342e-010	180.	-1.4342e-010	0.
1712.	1.463e-010	180.	-1.463e-010	0.
1716.	1.4937e-010	180.	-1.4937e-010	0.
1720.	1.5263e-010	180.	-1.5263e-010	0.
1724.	1.5611e-010	180.	-1.5611e-010	0.
1728.	1.5983e-010	180.	-1.5983e-010	0.
1732.	1.6381e-010	180.	-1.6381e-010	0.
1736.	1.6809e-010	180.	-1.6809e-010	0.
1740.	1.7268e-010	180.	-1.7268e-010	0.
1744.	1.7763e-010	180.	-1.7763e-010	0.
1748.	1.8299e-010	180.	-1.8299e-010	0.
1752.	1.8879e-010	180.	-1.8879e-010	0.
1756.	1.9509e-010	180.	-1.9509e-010	0.
1760.	2.0197e-010	180.	-2.0197e-010	0.
1764.	2.0949e-010	180.	-2.0949e-010	0.
1768.	2.1776e-010	180.	-2.1776e-010	0.
1772.	2.2687e-010	180.	-2.2687e-010	0.
1776.	2.3696e-010	180.	-2.3696e-010	0.
1780.	2.4819e-010	180.	-2.4819e-010	0.
1784.	2.6076e-010	180.	-2.6076e-010	0.
1788.	2.7492e-010	180.	-2.7492e-010	0.
1792.	2.9096e-010	180.	-2.9096e-010	0.
1796.	3.0929e-010	180.	-3.0929e-010	0.
1800.	3.304e-010	180.	-3.304e-010	0.
1804.	3.5497e-010	180.	-3.5497e-010	0.
1808.	3.8388e-010	180.	-3.8388e-010	0.
1812.	4.1836e-010	180.	-4.1836e-010	0.
1816.	4.6015e-010	180.	-4.6015e-010	0.
1820.	5.118e-010	180.	-5.118e-010	0.
1824.	5.7715e-010	180.	-5.7715e-010	0.
1828.	6.6237e-010	180.	-6.6237e-010	0.
1832.	7.7799e-010	180.	-7.7799e-010	0.
1836.	9.4351e-010	180.	-9.4351e-010	0.
1840.	1.1996e-009	180.	-1.1996e-009	0.
1844.	1.6476e-009	180.	-1.6476e-009	0.
1848.	2.6296e-009	180.	-2.6296e-009	0.
1852.	6.4897e-009	180.	-6.4897e-009	0.
1856.	1.3974e-008	0.	1.3974e-008	0.
1860.	3.3845e-009	0.	3.3845e-009	0.
1864.	1.932e-009	0.	1.932e-009	0.
1868.	1.3563e-009	0.	1.3563e-009	0.
1872.	1.0482e-009	0.	1.0482e-009	0.
1876.	8.568e-010	0.	8.568e-010	0.
1880.	7.2671e-010	0.	7.2671e-010	0.
1884.	6.3284e-010	0.	6.3284e-010	0.
1888.	5.6217e-010	0.	5.6217e-010	0.
1892.	5.0727e-010	0.	5.0727e-010	0.
1896.	4.6359e-010	0.	4.6359e-010	0.
1900.	4.282e-010	0.	4.282e-010	0.
1904.	3.991e-010	0.	3.991e-010	0.
1908.	3.7493e-010	0.	3.7493e-010	0.
1912.	3.5468e-010	0.	3.5468e-010	0.
1916.	3.3763e-010	0.	3.3763e-010	0.
1920.	3.2323e-010	0.	3.2323e-010	0.
1924.	3.1106e-010	0.	3.1106e-010	0.
1928.	3.008e-010	0.	3.008e-010	0.
1932.	2.9221e-010	0.	2.9221e-010	0.
1936.	2.8507e-010	0.	2.8507e-010	0.
1940.	2.7925e-010	0.	2.7925e-010	0.
1944.	2.7461e-010	0.	2.7461e-010	0.
1948.	2.7106e-010	0.	2.7106e-010	0.
1952.	2.6853e-010	0.	2.6853e-010	0.
1956.	2.6697e-010	0.	2.6697e-010	0.
1960.	2.6634e-010	0.	2.6634e-010	0.
1964.	2.6662e-010	0.	2.6662e-010	0.
1968.	2.6779e-010	0.	2.6779e-010	0.
1972.	2.6988e-010	0.	2.6988e-010	0.
1976.	2.7288e-010	0.	2.7288e-010	0.
1980.	2.7684e-010	0.	2.7684e-010	0.
1984.	2.8181e-010	0.	2.8181e-010	0.
1988.	2.8784e-010	0.	2.8784e-010	0.
1992.	2.9502e-010	0.	2.9502e-010	0.
1996.	3.0345e-010	0.	3.0345e-010	0.
2000.	3.1326e-010	0.	3.1326e-010	0.
2004.	3.2461e-010	0.	3.2461e-010	0.
2008.	3.377e-010	0.	3.377e-010	0.
2012.	3.5278e-010	0.	3.5278e-010	0.
2016.	3.7016e-010	0.	3.7016e-010	0.
2020.	3.9024e-010	0.	3.9024e-010	0.
2024.	4.135e-010	0.	4.135e-010	0.
2028.	4.4061e-010	0.	4.4061e-010	0.
2032.	4.7241e-010	0.	4.7241e-010	0.
2036.	5.1004e-010	0.	5.1004e-010	0.
2040.	5.5504e-010	0.	5.5504e-010	0.
2044.	6.0958e-010	0.	6.0958e-010	0.
2048.	6.7681e-010	0.	6.7681e-010	0.
2052.	7.6141e-010	0.	7.6141e-010	0.
2056.	8.7075e-010	0.	8.7075e-010	0.
2060.	1.0171e-009	0.	1.0171e-009	0.
2064.	1.2223e-009	0.	1.2223e-009	0.
2068.	1.53e-009	0.	1.53e-009	0.
2072.	2.0407e-009	0.	2.0407e-009	0.
2076.	3.049e-009	0.	3.049e-009	0.
2080.	5.9355e-009	0.	5.9355e-009	0.
2084.	5.1632e-008	0.	5.1632e-008	0.
2088.	5.9943e-009	180.	-5.9943e-009	0.
2092.	3.1821e-009	180.	-3.1821e-009	0.
2096.	2.1465e-009	180.	-2.1465e-009	0.
2100.	1.6234e-009	180.	-1.6234e-009	0.
2104.	1.3092e-009	180.	-1.3092e-009	0.
2108.	1.1001e-009	180.	-1.1001e-009	0.
2112.	9.5105e-010	180.	-9.5105e-010	0.
2116.	8.3963e-010	180.	-8.3963e-010	0.
2120.	7.5327e-010	180.	-7.5327e-010	0.
