節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
2995	101.25	-56.627	-34.866	
2996	109.69	-55.096	-37.238	
2998	101.25	-59.38	-29.939	
2999	109.69	-58.055	-32.432	
3001	101.25	-61.705	-24.795	
3002	109.69	-60.597	-27.391	
3004	101.25	-63.585	-19.473	
3005	109.69	-62.701	-22.154	
3007	101.25	-65.007	-14.01	
3008	109.69	-64.354	-16.757	
3010	101.25	-65.961	-8.4467	
3011	109.69	-65.543	-11.239	
3013	109.69	-66.26	-5.6396	
3014	101.25	-66.44	-2.8223	
3208	118.13	-49.92	-43.935	
3209	126.56	-48.01	-46.014	
3211	118.13	-53.466	-39.543	
3212	126.56	-51.739	-41.777	
3214	118.13	-56.627	-34.866	
3215	126.56	-55.096	-37.238	
3217	118.13	-59.38	-29.939	
3218	126.56	-58.055	-32.432	
3220	118.13	-61.705	-24.795	
3221	126.56	-60.597	-27.391	
3223	118.13	-63.585	-19.473	
3224	126.56	-62.701	-22.154	
3226	118.13	-65.007	-14.01	
3227	126.56	-64.354	-16.757	
3229	118.13	-65.961	-8.4467	
3230	126.56	-65.543	-11.239	
3232	118.13	-66.44	-2.8223	
3233	126.56	-66.26	-5.6396	
3252	135.	-66.44	-2.8223	
3254	135.	-65.961	-8.4467	
3256	135.	-65.007	-14.01	
3258	135.	-63.585	-19.473	
3260	135.	-61.705	-24.795	
3262	135.	-59.38	-29.939	
3264	135.	-56.627	-34.866	
3266	135.	-53.466	-39.543	
3268	135.	-49.92	-43.935	
