節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
1576	8.4375	-43.935	-49.92	
1577	0.	-37.238	-55.096	
1578	8.4375	-39.543	-53.466	
1579	0.	-32.432	-58.055	
1580	8.4375	-34.866	-56.627	
1581	0.	-27.391	-60.597	
1582	8.4375	-29.939	-59.38	
1583	0.	-22.154	-62.701	
1584	8.4375	-24.795	-61.705	
1585	0.	-16.757	-64.354	
1586	8.4375	-19.473	-63.585	
1587	0.	-11.239	-65.543	
1588	8.4375	-14.01	-65.007	
1589	0.	-5.6396	-66.26	
1590	8.4375	-8.4467	-65.961	
1591	0.	4.072e-015	-66.5	
1592	8.4375	-2.8223	-66.44	
1864	16.875	1.8838e-014	-66.5	
1867	16.875	-5.6396	-66.26	
1868	25.313	-2.8223	-66.44	
1870	16.875	-11.239	-65.543	
1871	25.313	-8.4467	-65.961	
1873	16.875	-16.757	-64.354	
1874	25.313	-14.01	-65.007	
1876	16.875	-22.154	-62.701	
1877	25.312	-19.473	-63.585	
1879	16.875	-27.391	-60.597	
1880	25.312	-24.795	-61.705	
1882	16.875	-32.432	-58.055	
1883	25.313	-29.939	-59.38	
1885	16.875	-37.238	-55.096	
1886	25.313	-34.866	-56.627	
1888	16.875	-41.777	-51.739	
1889	25.313	-39.543	-53.466	
1891	16.875	-46.014	-48.01	
1892	25.312	-43.935	-49.92	
2083	33.75	1.8838e-014	-66.5	
2086	33.75	-5.6396	-66.26	
2087	42.188	-2.8223	-66.44	
2089	33.75	-11.239	-65.543	
2090	42.188	-8.4467	-65.961	
2092	33.75	-16.757	-64.354	
2093	42.188	-14.01	-65.007	
2095	33.75	-22.154	-62.701	
2096	42.188	-19.473	-63.585	
2098	33.75	-27.391	-60.597	
2099	42.188	-24.795	-61.705	
2101	33.75	-32.432	-58.055	
2102	42.188	-29.939	-59.38	
2104	33.75	-37.238	-55.096	
2105	42.188	-34.866	-56.627	
2107	33.75	-41.777	-51.739	
2108	42.188	-39.543	-53.466	
2110	33.75	-46.014	-48.01	
2111	42.187	-43.935	-49.92	
2302	50.625	1.8838e-014	-66.5	
2305	50.625	-5.6396	-66.26	
2306	59.063	-2.8223	-66.44	
2308	50.625	-11.239	-65.543	
2309	59.063	-8.4467	-65.961	
2311	50.625	-16.757	-64.354	
2312	59.063	-14.01	-65.007	
2314	50.625	-22.154	-62.701	
2315	59.063	-19.473	-63.585	
2317	50.625	-27.391	-60.597	
2318	59.063	-24.795	-61.705	
2320	50.625	-32.432	-58.055	
2321	59.063	-29.939	-59.38	
2323	50.625	-37.238	-55.096	
2324	59.063	-34.866	-56.627	
2326	50.625	-41.777	-51.739	
2327	59.063	-39.543	-53.466	
2329	50.625	-46.014	-48.01	
2330	59.063	-43.935	-49.92	
2521	67.5	1.8838e-014	-66.5	
2524	67.5	-5.6396	-66.26	
2525	75.938	-2.8223	-66.44	
2527	67.5	-11.239	-65.543	
2528	75.938	-8.4467	-65.961	
2530	67.5	-16.757	-64.354	
2531	75.938	-14.01	-65.007	
2533	67.5	-22.154	-62.701	
2534	75.938	-19.473	-63.585	
2536	67.5	-27.391	-60.597	
2537	75.938	-24.795	-61.705	
2539	67.5	-32.432	-58.055	
2540	75.938	-29.939	-59.38	
2542	67.5	-37.238	-55.096	
2543	75.938	-34.866	-56.627	
2545	67.5	-41.777	-51.739	
2546	75.938	-39.543	-53.466	
2548	67.5	-46.014	-48.01	
2549	75.938	-43.935	-49.92	
2740	84.375	1.8838e-014	-66.5	
2743	84.375	-5.6396	-66.26	
2744	92.813	-2.8223	-66.44	
2746	84.375	-11.239	-65.543	
2747	92.813	-8.4467	-65.961	
2749	84.375	-16.757	-64.354	
2750	92.813	-14.01	-65.007	
2752	84.375	-22.154	-62.701	
2753	92.813	-19.473	-63.585	
2755	84.375	-27.391	-60.597	
2756	92.813	-24.795	-61.705	
2758	84.375	-32.432	-58.055	
2759	92.813	-29.939	-59.38	
2761	84.375	-37.238	-55.096	
2762	92.813	-34.866	-56.627	
2764	84.375	-41.777	-51.739	
2765	92.813	-39.543	-53.466	
2767	84.375	-46.014	-48.01	
2768	92.813	-43.935	-49.92	
2959	101.25	1.8838e-014	-66.5	
2962	101.25	-5.6396	-66.26	
2963	109.69	-2.8223	-66.44	
2965	101.25	-11.239	-65.543	
2966	109.69	-8.4467	-65.961	
2968	101.25	-16.757	-64.354	
2969	109.69	-14.01	-65.007	
2971	101.25	-22.154	-62.701	
2972	109.69	-19.473	-63.585	
2974	101.25	-27.391	-60.597	
2975	109.69	-24.795	-61.705	
2977	101.25	-32.432	-58.055	
2978	109.69	-29.939	-59.38	
2980	101.25	-37.238	-55.096	
2981	109.69	-34.866	-56.627	
2983	101.25	-41.777	-51.739	
2984	109.69	-39.543	-53.466	
2986	101.25	-46.014	-48.01	
2987	109.69	-43.935	-49.92	
3178	118.13	1.8838e-014	-66.5	
3181	118.13	-5.6396	-66.26	
3182	126.56	-2.8223	-66.44	
3184	118.13	-11.239	-65.543	
3185	126.56	-8.4467	-65.961	
3187	118.13	-16.757	-64.354	
3188	126.56	-14.01	-65.007	
3190	118.13	-22.154	-62.701	
3191	126.56	-19.473	-63.585	
3193	118.13	-27.391	-60.597	
3194	126.56	-24.795	-61.705	
3196	118.13	-32.432	-58.055	
3197	126.56	-29.939	-59.38	
3199	118.13	-37.238	-55.096	
3200	126.56	-34.866	-56.627	
3202	118.13	-41.777	-51.739	
3203	126.56	-39.543	-53.466	
3205	118.13	-46.014	-48.01	
3206	126.56	-43.935	-49.92	
3270	135.	-46.014	-48.01	
3272	135.	-41.777	-51.739	
3274	135.	-37.238	-55.096	
3276	135.	-32.432	-58.055	
3278	135.	-27.391	-60.597	
3280	135.	-22.154	-62.701	
3282	135.	-16.757	-64.354	
3284	135.	-11.239	-65.543	
3286	135.	-5.6396	-66.26	
3288	135.	4.072e-015	-66.5	
