節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	各方向での変形量 (mm)
9040	135.	-2.9007	66.437	-4.1846
9042	135.	-8.68	65.931	-3.6746
9044	135.	-14.393	64.924	-2.7214
9046	135.	-19.997	63.422	-1.4399
9048	135.	-25.448	61.438	1.5188e-002
9050	135.	-30.706	58.986	1.4685
9052	135.	-35.73	56.086	2.7447
9054	135.	-40.483	52.758	3.6898
9056	135.	-44.927	49.029	4.1899
9058	135.	-49.029	44.927	4.1846
9060	135.	-52.758	40.483	3.6746
9062	135.	-56.086	35.73	2.7214
9064	135.	-58.986	30.706	1.4399
9066	135.	-61.438	25.448	-1.5188e-002
9068	135.	-63.422	19.997	-1.4685
9070	135.	-64.924	14.393	-2.7447
